2026-04-09 15:27:08, 26.68, 12.55, 52.39, 532.32, 0.099, 5.17
2026-04-09 15:27:13, 21.03, 4.9, 53.68, 565.19, 0.0269, 6.94
2026-04-09 15:27:18, 26.25, 1.95, 50.95, 527.24, 0.0508, 6.72
2026-04-09 15:27:23, 26.36, 5.52, 59.64, 579.44, 0.0423, 5.47
2026-04-09 15:27:28, 23.69, 11.27, 52.38, 700.44, 0.0629, 4.38
2026-04-09 15:27:33, 19.69, 6.89, 50.94, 515.28, 0.0489, 5.53
2026-04-09 15:27:38, 28.97, 17.95, 56.9, 543.23, 0.0629, 5.88
2026-04-09 15:27:43, 24.25, 14.84, 55.74, 630.7, 0.0645, 6.01
2026-04-09 15:27:48, 28.85, 16.83, 59.95, 599.35, 0.0731, 5.28
2026-04-09 15:27:53, 24.55, 11.7, 51.81, 523.17, 0.0469, 4.15
2026-04-09 15:27:58, 29.17, 3.87, 56.85, 505.01, 0.0611, 5.49
2026-04-09 15:28:03, 21.82, 14.21, 53.71, 512.31, 0.0453, 6.26
2026-04-09 15:28:08, 25.12, 17.68, 51.97, 611.47, 0.0949, 6.61
2026-04-09 15:28:13, 22.18, 17.49, 59.49, 560.92, 0.0521, 4.51
2026-04-09 15:28:18, 28.6, 12.1, 59.83, 705.49, 0.0811, 6.52
2026-04-09 15:28:23, 26.57, 9.43, 51.52, 682.88, 0.0315, 6.88
2026-04-09 15:28:28, 25.48, 20.97, 54.33, 537.02, 0.0261, 4.15
2026-04-09 15:28:33, 24.34, 1.92, 56.59, 502.56, 0.0494, 5.53
2026-04-09 15:28:38, 26.59, 15.3, 53.23, 648.23, 0.0837, 5.01
2026-04-09 15:28:43, 28.36, 9.49, 52.12, 634.11, 0.0789, 4.16
